dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1454410800,2016-02-02 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,3219.0,31.6,21.56,33.89,34.97,1004,,,90,26.4,40,34.45,,,1.18,,100,701,Mist,mist,50n
1454414400,2016-02-02 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.69,402.0,32.41,21.15,32.27,33.84,1002,,,95,24.16,60,39.15,,,2.88,,100,602,Snow,heavy snow,13n
1454414400,2016-02-02 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.69,402.0,32.41,21.15,32.27,33.84,1002,,,95,24.16,60,39.15,,,2.88,,100,741,Fog,fog,50n
1454418000,2016-02-02 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.1,805.0,32.34,20.5,33.01,33.53,1001,,,97,31.09,70,39.15,,,0.2,,100,601,Snow,snow,13n
1454418000,2016-02-02 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.1,805.0,32.34,20.5,33.01,33.53,1001,,,97,31.09,70,39.15,,,0.2,,100,741,Fog,fog,50n
1454421600,2016-02-02 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.1,805.0,31.62,20.5,32.27,33.71,1000,,,94,29.97,60,41.38,,,2.65,,100,601,Snow,snow,13d
1454421600,2016-02-02 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.1,805.0,31.62,20.5,32.27,33.71,1000,,,94,29.97,60,41.38,,,2.65,,100,741,Fog,fog,50d
1454425200,2016-02-02 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,1609.0,31.8,21.24,32.27,34.02,999,,,92,31.09,70,42.5,,,1.72,,100,601,Snow,snow,13d
1454425200,2016-02-02 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,1609.0,31.8,21.24,32.27,34.02,999,,,92,31.09,70,42.5,,,1.72,,100,701,Mist,mist,50d
1454428800,2016-02-02 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,9656.0,31.6,21.56,34.02,34.81,998,,,90,32.21,80,44.96,0.5,,,,100,701,Mist,mist,50d
1454428800,2016-02-02 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,9656.0,31.6,21.56,34.02,34.81,998,,,90,32.21,80,44.96,0.5,,,,100,500,Rain,light rain,10d
1454428800,2016-02-02 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,9656.0,31.6,21.56,34.02,34.81,998,,,90,32.21,80,44.96,0.5,,,,100,600,Snow,light snow,13d
1454432400,2016-02-02 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.04,10000.0,33.49,22.44,34.81,35.87,998,,,94,33.33,80,42.5,0.3,,,,100,600,Snow,light snow,13d
1454432400,2016-02-02 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.04,10000.0,33.49,22.44,34.81,35.87,998,,,94,33.33,80,42.5,0.3,,,,100,500,Rain,light rain,10d
1454436000,2016-02-02 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.8,10000.0,34.5,23.2,34.81,36.0,996,,,95,31.09,80,,0.76,,,,100,500,Rain,light rain,10d
1454439600,2016-02-02 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.8,10000.0,35.29,23.47,34.81,36.0,996,,,98,26.4,80,35.79,0.42,,,,100,500,Rain,light rain,10d
1454443200,2016-02-02 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.04,10000.0,32.41,22.95,34.81,35.87,995,,,90,24.16,80,32.21,,,,,100,701,Mist,mist,50d
1454446800,2016-02-02 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.04,10000.0,33.76,23.76,34.81,35.87,995,,,95,20.8,70,29.97,,,,,100,701,Mist,mist,50d
1454450400,2016-02-02 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.04,4828.0,33.76,25.88,34.81,35.15,996,,,95,13.87,50,,,,0.88,,100,500,Rain,light rain,10d
1454450400,2016-02-02 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.04,4828.0,33.76,25.88,34.81,35.15,996,,,95,13.87,50,,,,0.88,,100,701,Mist,mist,50d
1454450400,2016-02-02 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.04,4828.0,33.76,25.88,34.81,35.15,996,,,95,13.87,50,,,,0.88,,100,601,Snow,snow,13d
1454454000,2016-02-02 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.78,2414.0,33.69,26.82,33.53,36.0,997,,,92,13.87,360,,,,,,100,701,Mist,mist,50d
1454457600,2016-02-03 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.47,2400.0,33.39,26.04,33.01,36.0,997,,,92,14.99,360,,1.04,,,,100,600,Snow,light snow,13n
1454457600,2016-02-03 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.47,2400.0,33.39,26.04,33.01,36.0,997,,,92,14.99,360,,1.04,,,,100,501,Rain,moderate rain,10n
1454461200,2016-02-03 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,1609.0,32.56,22.17,32.81,34.02,998,,,95,20.8,350,28.86,0.8,,,,100,600,Snow,light snow,13n
1454461200,2016-02-03 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,1609.0,32.56,22.17,32.81,34.02,998,,,95,20.8,350,28.86,0.8,,,,100,701,Mist,mist,50n
1454461200,2016-02-03 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,1609.0,32.56,22.17,32.81,34.02,998,,,95,20.8,350,28.86,0.8,,,,100,500,Rain,light rain,10n
1454464800,2016-02-03 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.53,2414.0,31.53,20.93,31.01,34.02,999,,,92,27.74,360,35.79,,,0.84,,100,601,Snow,snow,13n
1454464800,2016-02-03 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.53,2414.0,31.53,20.93,31.01,34.02,999,,,92,27.74,360,35.79,,,0.84,,100,701,Mist,mist,50n
1454468400,2016-02-03 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.89,1207.0,30.07,19.29,30.29,32.04,1000,,,92,27.74,340,33.33,,,,0.8,100,600,Snow,light snow,13n
1454468400,2016-02-03 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.89,1207.0,30.07,19.29,30.29,32.04,1000,,,92,27.74,340,33.33,,,,0.8,100,701,Mist,mist,50n
1454472000,2016-02-03 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.06,1207.0,27.3,17.46,29.57,31.91,1001,,,88,29.97,340,36.91,,,0.61,,100,601,Snow,snow,13n
1454472000,2016-02-03 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.06,1207.0,27.3,17.46,29.57,31.91,1001,,,88,29.97,340,36.91,,,0.61,,100,701,Mist,mist,50n
1454475600,2016-02-03 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.06,6437.0,27.3,17.46,28.13,30.06,1002,,,88,31.09,340,39.15,,,,,100,701,Mist,mist,50n
1454479200,2016-02-03 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.08,10000.0,26.29,15.48,27.59,28.67,1005,,,92,33.33,340,,,,0.14,,100,600,Snow,light snow,13n
1454482800,2016-02-03 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,27.99,10000.0,24.01,15.39,27.41,28.49,1006,,,83,29.97,340,40.26,,,0.14,,100,600,Snow,light snow,13n
1454486400,2016-02-03 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,27.1,10000.0,23.65,14.5,27.0,28.31,1007,,,85,26.4,340,39.15,,,0.1,,100,600,Snow,light snow,13n
1454490000,2016-02-03 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,27.68,10000.0,23.45,15.08,25.81,28.13,1008,,,82,27.74,340,36.91,,,,,100,804,Clouds,overcast clouds,04n
1454493600,2016-02-03 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.8,10000.0,22.06,14.2,25.81,27.77,1009,,,80,25.28,340,36.91,,,,,100,804,Clouds,overcast clouds,04n
1454497200,2016-02-03 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.04,10000.0,21.33,13.44,25.07,26.33,1011,,,80,25.28,330,33.33,,,,,100,804,Clouds,overcast clouds,04n
1454500800,2016-02-03 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.84,10000.0,20.66,12.24,23.63,25.02,1012,,,82,24.16,330,,,,,,100,500,Rain,light rain,10n
1454504400,2016-02-03 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.1,10000.0,19.42,11.5,22.19,24.12,1014,,,80,27.74,320,35.79,,,,,100,804,Clouds,overcast clouds,04n
1454508000,2016-02-03 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,23.77,10000.0,18.32,11.17,20.57,24.12,1015,,,77,25.28,320,29.97,,,,,100,804,Clouds,overcast clouds,04d
1454511600,2016-02-03 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.57,10000.0,17.4,9.97,20.03,23.04,1017,,,78,21.92,320,31.09,,,,,100,804,Clouds,overcast clouds,04d
1454515200,2016-02-03 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.69,10000.0,17.06,9.09,20.41,22.55,1018,,,80,19.69,310,,,,,,75,803,Clouds,broken clouds,04d
1454518800,2016-02-03 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.53,10000.0,17.38,11.93,22.19,25.02,1018,,,71,21.92,330,,,,,,75,803,Clouds,broken clouds,04d
1454522400,2016-02-03 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.47,10000.0,18.07,13.87,23.27,27.0,1019,,,67,20.8,320,,,,,,75,803,Clouds,broken clouds,04d
1454526000,2016-02-03 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.84,10000.0,17.96,12.24,23.99,25.25,1019,,,72,18.34,330,,,,,,75,803,Clouds,broken clouds,04d
1454529600,2016-02-03 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.84,10000.0,17.38,12.24,23.81,25.61,1019,,,70,18.34,300,,,,,,75,803,Clouds,broken clouds,04d
1454533200,2016-02-03 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.84,10000.0,17.38,12.9,24.01,25.61,1020,,,70,13.87,320,,,,,,40,802,Clouds,scattered clouds,03d
1454536800,2016-02-03 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.53,10000.0,16.5,12.51,22.21,25.07,1021,,,68,13.87,320,,,,,,40,802,Clouds,scattered clouds,03d
1454540400,2016-02-03 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.89,10000.0,15.21,10.29,22.21,24.17,1022,,,69,16.11,310,,,,,,40,802,Clouds,scattered clouds,03d
1516579200,2018-01-22 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,39.33,804.0,38.28,31.73,38.53,41.27,1007,,,96,12.75,10,,,,,,100,701,Mist,mist,50n
1516582800,2018-01-22 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.83,804.0,37.58,28.36,37.42,40.01,1006,,,99,17.27,10,,0.3,,,,100,300,Drizzle,light intensity drizzle,09n
1516582800,2018-01-22 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.83,804.0,37.58,28.36,37.42,40.01,1006,,,99,17.27,10,,0.3,,,,100,701,Mist,mist,50n
1516582800,2018-01-22 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.83,804.0,37.58,28.36,37.42,40.01,1006,,,99,17.27,10,,0.3,,,,100,500,Rain,light rain,10n
1516586400,2018-01-22 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.45,804.0,36.43,27.88,37.08,39.45,1005,,,96,17.27,30,,,,,,100,701,Mist,mist,50n
1516590000,2018-01-22 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.81,804.0,36.52,30.29,37.42,39.45,1005,,,95,11.5,30,,0.3,0.5,,,100,500,Rain,light rain,10n
1516590000,2018-01-22 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.81,804.0,36.52,30.29,37.42,39.45,1005,,,95,11.5,30,,0.3,0.5,,,100,701,Mist,mist,50n
1516593600,2018-01-22 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.81,3218.0,36.52,29.8,37.42,39.45,1004,,,95,12.75,30,,0.3,,,,100,500,Rain,light rain,10n
1516593600,2018-01-22 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.81,3218.0,36.52,29.8,37.42,39.45,1004,,,95,12.75,30,,0.3,,,,100,701,Mist,mist,50n
1516597200,2018-01-22 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.81,804.0,36.52,28.69,37.42,39.47,1003,,,95,16.11,30,,0.3,,,,100,500,Rain,light rain,10n
1516597200,2018-01-22 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.81,804.0,36.52,28.69,37.42,39.47,1003,,,95,16.11,30,,0.3,,,,100,701,Mist,mist,50n
1516600800,2018-01-22 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.45,8046.0,36.43,28.58,36.73,39.45,1002,,,96,14.99,20,,0.44,,,,100,500,Rain,light rain,10n
1516600800,2018-01-22 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.45,8046.0,36.43,28.58,36.73,39.45,1002,,,96,14.99,20,,0.44,,,,100,300,Drizzle,light intensity drizzle,09n
1516600800,2018-01-22 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.45,8046.0,36.43,28.58,36.73,39.45,1002,,,96,14.99,20,,0.44,,,,100,701,Mist,mist,50n
1516604400,2018-01-22 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,36.72,8046.0,35.69,25.7,36.0,38.57,1002,,,96,21.92,30,,1.2,,,,100,200,Thunderstorm,thunderstorm with light rain,11n
1516604400,2018-01-22 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,36.72,8046.0,35.69,25.7,36.0,38.57,1002,,,96,21.92,30,,1.2,,,,100,501,Rain,moderate rain,10n
1516608000,2018-01-22 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.6,10000.0,36.3,28.42,36.73,38.41,999,,,95,16.11,20,,2.5,,,,100,501,Rain,moderate rain,10n
1516611600,2018-01-22 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.13,10000.0,35.83,28.17,36.52,38.57,998,,,95,14.99,360,26.4,,2.5,,,100,500,Rain,light rain,10n
1516615200,2018-01-22 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.47,10000.0,35.1,27.9,36.52,37.98,998,,,91,17.27,20,,1.23,,,,100,501,Rain,moderate rain,10n
1516618800,2018-01-22 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.13,10000.0,35.02,29.95,36.52,38.57,997,,,92,10.29,340,,2.5,,,,100,501,Rain,moderate rain,10n
1516618800,2018-01-22 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.13,10000.0,35.02,29.95,36.52,38.57,997,,,92,10.29,340,,2.5,,,,100,211,Thunderstorm,thunderstorm,11n
1516622400,2018-01-22 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.94,10000.0,34.65,29.62,35.62,37.67,997,,,95,8.05,330,,2.64,,,,100,501,Rain,moderate rain,10n
1516626000,2018-01-22 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,804.0,33.82,25.61,33.82,35.78,997,,,99,11.5,350,,0.5,,,,100,600,Snow,light snow,13n
1516626000,2018-01-22 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,804.0,33.82,25.61,33.82,35.78,997,,,99,11.5,350,,0.5,,,,100,701,Mist,mist,50n
1516626000,2018-01-22 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,804.0,33.82,25.61,33.82,35.78,997,,,99,11.5,350,,0.5,,,,100,500,Rain,light rain,10n
1516629600,2018-01-22 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,8046.0,33.82,24.66,33.82,34.97,996,,,99,13.87,350,,2.8,,,,100,701,Mist,mist,50d
1516629600,2018-01-22 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,8046.0,33.82,24.66,33.82,34.97,996,,,99,13.87,350,,2.8,,,,100,501,Rain,moderate rain,10d
1516633200,2018-01-22 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,4828.0,32.79,24.66,33.82,34.97,996,,,95,13.87,340,,0.3,4.8,,,100,600,Snow,light snow,13d
1516633200,2018-01-22 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,4828.0,32.79,24.66,33.82,34.97,996,,,95,13.87,340,,0.3,4.8,,,100,701,Mist,mist,50d
1516633200,2018-01-22 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,4828.0,32.79,24.66,33.82,34.97,996,,,95,13.87,340,,0.3,4.8,,,100,500,Rain,light rain,10d
1516636800,2018-01-22 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,6437.0,32.79,22.48,33.82,35.33,996,,,95,20.8,350,27.74,,,0.91,,100,601,Snow,snow,13d
1516636800,2018-01-22 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.07,6437.0,32.79,22.48,33.82,35.33,996,,,95,20.8,350,27.74,,,0.91,,100,701,Mist,mist,50d
1516640400,2018-01-22 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.09,1207.0,32.81,22.51,33.13,35.87,997,,,95,20.8,340,27.74,0.2,,,,100,600,Snow,light snow,13d
1516640400,2018-01-22 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.09,1207.0,32.81,22.51,33.13,35.87,997,,,95,20.8,340,27.74,0.2,,,,100,701,Mist,mist,50d
1516640400,2018-01-22 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.09,1207.0,32.81,22.51,33.13,35.87,997,,,95,20.8,340,27.74,0.2,,,,100,500,Rain,light rain,10d
1516644000,2018-01-22 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.71,804.0,32.7,22.32,32.63,34.81,997,,,96,19.69,350,28.86,,,,,100,701,Mist,mist,50d
1516647600,2018-01-22 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.71,1207.0,31.68,21.43,31.33,34.81,997,,,92,23.04,340,33.33,,,0.8,,100,601,Snow,snow,13d
1516647600,2018-01-22 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.71,1207.0,31.68,21.43,31.33,34.81,997,,,92,23.04,340,33.33,,,0.8,,100,701,Mist,mist,50d
1516651200,2018-01-22 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,804.0,31.41,20.79,32.92,34.05,998,,,92,26.46,350,33.38,,,0.42,,100,600,Snow,light snow,13d
1516651200,2018-01-22 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,804.0,31.41,20.79,32.92,34.05,998,,,92,26.46,350,33.38,,,0.42,,100,741,Fog,fog,50d
1516654800,2018-01-22 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,32.2,1207.0,31.28,19.6,31.33,33.82,999,,,96,24.16,340,36.82,,,,1.0,100,600,Snow,light snow,13d
1516654800,2018-01-22 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,32.2,1207.0,31.28,19.6,31.33,33.82,999,,,96,24.16,340,36.82,,,,1.0,100,701,Mist,mist,50d
1516658400,2018-01-22 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.03,1609.0,29.91,18.43,30.22,33.01,1001,,,95,34.52,340,46.04,,,0.36,,100,600,Snow,light snow,13d
1516658400,2018-01-22 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.03,1609.0,29.91,18.43,30.22,33.01,1001,,,95,34.52,340,46.04,,,0.36,,100,701,Mist,mist,50d
1516662000,2018-01-22 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.03,3219.0,29.23,18.43,30.96,32.27,1003,,,92,34.45,340,51.9,,,0.49,,100,600,Snow,light snow,13d
1516662000,2018-01-22 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.03,3219.0,29.23,18.43,30.96,32.27,1003,,,92,34.45,340,51.9,,,0.49,,100,701,Mist,mist,50d
1516665600,2018-01-23 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.69,1207.0,29.34,18.09,30.22,32.27,1005,,,94,31.09,340,,,,0.41,,100,600,Snow,light snow,13n
1516669200,2018-01-23 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.69,804.0,29.34,18.09,30.22,32.25,1007,,,94,21.92,340,38.03,,,0.32,,100,600,Snow,light snow,13n
1516672800,2018-01-23 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.33,1207.0,28.29,17.73,30.06,31.73,1008,,,91,25.32,330,34.52,,,0.3,,100,600,Snow,light snow,13n
1516676400,2018-01-23 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.0,804.0,27.97,17.4,29.32,31.37,1009,,,91,28.77,330,41.43,,,0.3,0.3,100,600,Snow,light snow,13n
1516680000,2018-01-23 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.0,10000.0,27.25,17.4,29.32,30.45,1010,,,88,24.16,330,33.38,,,0.25,,100,600,Snow,light snow,13n
1516683600,2018-01-23 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.0,6437.0,27.73,17.4,29.32,30.45,1012,,,90,25.32,330,35.68,,,0.2,,100,600,Snow,light snow,13n
1516687200,2018-01-23 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.0,10000.0,27.73,17.4,29.32,30.45,1013,,,90,21.92,330,,,,0.14,,100,600,Snow,light snow,13n
1516690800,2018-01-23 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.81,10000.0,26.55,16.21,27.73,29.75,1013,,,90,21.92,320,29.97,,,,,100,701,Mist,mist,50n
1516694400,2018-01-23 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.45,10000.0,26.44,15.85,27.73,29.41,1014,,,91,19.69,330,28.86,,,,,100,804,Clouds,overcast clouds,04n
1516698000,2018-01-23 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.13,10000.0,25.88,15.53,27.52,28.67,1015,,,90,19.69,340,26.4,,,,,100,804,Clouds,overcast clouds,04n
1516701600,2018-01-23 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.94,10000.0,24.69,14.34,25.93,27.61,1016,,,90,21.92,320,31.09,,,,,100,804,Clouds,overcast clouds,04n
1516705200,2018-01-23 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.26,10000.0,22.82,13.66,25.72,26.85,1017,,,85,21.92,320,29.97,,,,,100,804,Clouds,overcast clouds,04n
1516708800,2018-01-23 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.24,10000.0,23.04,13.64,24.82,26.87,1019,,,86,18.41,330,31.07,,,,,100,804,Clouds,overcast clouds,04n
1516712400,2018-01-23 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,25.07,10000.0,22.84,12.47,24.13,25.97,1019,,,90,17.27,320,,,,,,100,804,Clouds,overcast clouds,04n
1516716000,2018-01-23 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.39,10000.0,21.45,11.84,23.09,24.82,1020,,,87,14.99,320,,,,,,100,804,Clouds,overcast clouds,04d
1516719600,2018-01-23 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.37,10000.0,21.43,12.81,22.33,25.05,1020,,,87,12.75,310,18.34,,,,,100,804,Clouds,overcast clouds,04d
1516723200,2018-01-23 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.37,10000.0,21.43,13.44,23.02,25.05,1021,,,87,11.5,310,,,,,,100,804,Clouds,overcast clouds,04d
1516726800,2018-01-23 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.39,10000.0,21.22,12.88,23.81,25.07,1022,,,86,12.66,330,,,,,,100,804,Clouds,overcast clouds,04d
1516730400,2018-01-23 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.75,10000.0,21.56,13.91,23.92,25.25,1022,,,86,11.5,310,,,,,,100,804,Clouds,overcast clouds,04d
1516734000,2018-01-23 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.75,10000.0,21.33,14.54,23.92,25.97,1022,,,85,10.36,290,16.11,,,,,100,804,Clouds,overcast clouds,04d
1516737600,2018-01-23 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,25.02,10000.0,21.34,14.25,24.82,26.85,1022,,,84,11.5,320,,,,,,100,804,Clouds,overcast clouds,04d
1516741200,2018-01-23 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.26,10000.0,23.05,17.08,25.72,26.85,1022,,,86,9.22,270,,,,,,100,701,Mist,mist,50d
1516744800,2018-01-23 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.26,10000.0,23.05,17.08,25.72,27.73,1023,,,86,9.22,270,,,,,,100,804,Clouds,overcast clouds,04d
1516748400,2018-01-23 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.6,10000.0,23.4,18.23,25.61,27.0,1023,,,86,8.05,260,,,,,,100,804,Clouds,overcast clouds,04d
1520208000,2018-03-05 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,57.45,10000.0,37.94,55.15,56.41,60.17,1008,,,48,24.16,130,33.38,,,,,75,803,Clouds,broken clouds,04d
